MinReturn,ProcessExecTime,ItrTime,AverageAbsQYDiff,MaxReturn,AverageReturn,AbsLearnSignal,AverageY,StdReturn,AbsLearnSignalOld,AverageQLoss,Entropy,AverageDiscountedReturn,dLoss,Iteration,NumTrajs,AbsLearnSignalNew,AverageAbsQ,AverageAbsY,Time,AverageQ,LossAfter,AveragePolicyStd,Perplexity,ExplainedVariance,LossBefore,MeanKL,PolicyExecTime,MeanKLBefore,EnvExecTime
-220.756428513,0.12136006355285645,39.72122073173523,1.04935714187,-140.511918145,-175.854875335,0.746762506987,-6.44474923941,26.3274864634,0.748124394739,2.22301,8.43785,-14.1836757729,0.0642934,18,5,0.746762506987,7.61916,7.68934362089,759.0683500766754,-6.4438,5.20144,0.987477,4618.63,0.317203687006,5.26573,0.00997893,0.9361317157745361,0.0,1.6219947338104248
-329.612646672,0.1125650405883789,39.77385854721069,1.04542593095,-214.577332826,-272.410356314,0.764312562946,-6.37122220374,37.2763649436,0.763101547868,2.20387,8.42852,-26.7569445891,0.054884,19,5,0.764312562946,7.5121,7.57799417458,798.979024887085,-6.37026,5.8167,0.98593,4575.72,0.0798681716243,5.87158,0.00650878,0.9520933628082275,0.0,1.6076767444610596
-214.221379237,0.12222671508789062,39.61402440071106,1.05469312673,-30.9083295209,-146.52436406,0.612070554829,-6.23920937373,65.1010652267,0.61136110848,2.24926,8.42168,-11.005175318,0.0681872,20,5,0.612070554829,7.40014,7.4678870501,838.7291076183319,-6.23916,5.38558,0.984812,4544.53,-6.82554392701,5.45377,0.00991965,0.9476528167724609,0.0,1.6251177787780762
-229.627833251,0.11580252647399902,39.40736985206604,1.04740711616,-112.047998249,-163.479220955,0.785120380759,-6.03965144689,39.301722128,0.786412788257,2.22245,8.42301,-12.4427229627,0.0674405,21,5,0.785120380759,7.22306,7.29139462941,878.2735335826874,-6.03921,4.96913,0.985024,4550.56,-0.549046867475,5.03657,0.0099186,0.9482417106628418,0.0,1.6253371238708496
-240.45684591,0.11877703666687012,39.575058460235596,1.04226923306,-150.120571802,-193.426517295,0.767028004235,-5.83610981266,38.9942560692,0.767495318868,2.1851,8.42014,-8.32135608394,0.0659385,22,5,0.767028004235,7.0616,7.1295062861,917.9865725040436,-5.83657,4.8983,0.984574,4537.56,0.137285346706,4.96424,0.00974345,0.9487545490264893,0.0,1.6099984645843506
-227.887072531,0.11837172508239746,39.531561613082886,1.03957707933,-78.6854360208,-165.560710535,0.761513282218,-5.62024782308,53.2444570826,0.763735901185,2.17427,8.41637,-3.83637066381,0.0556769,23,5,0.761513282218,6.86656,6.93485480611,957.6565227508545,-5.62147,4.73199,0.983941,4520.48,0.184447774493,4.78766,0.00642647,0.9421947002410889,0.0,1.630976676940918
-230.008441977,0.11812853813171387,39.99581265449524,1.03629770208,-88.3607413793,-167.92446386,0.731221441311,-5.39746715642,51.3045238452,0.730264217566,2.16032,8.41638,-20.3574775892,0.0637617,24,5,0.731221441311,6.66633,6.73517764009,997.7878744602203,-5.39857,4.49715,0.983943,4520.51,0.0711870735601,4.56091,0.00988197,0.960350513458252,0.0,1.625406265258789
-243.758307294,0.1228485107421875,39.87280869483948,1.03988367482,17.0669888499,-131.733900214,0.748913119319,-5.09646514125,91.2726128697,0.749569770831,2.17235,8.39748,-11.6593524181,0.0660384,25,5,0.748913119319,6.44577,6.51511689253,1037.7997288703918,-5.09807,3.68721,0.980856,4435.86,0.0436826009716,3.75325,0.00974221,0.9475924968719482,0.0,1.6339962482452393
-160.59141999,0.12029552459716797,39.63873553276062,1.03430663132,-56.1625784357,-115.105994742,0.788483028036,-4.72830882143,33.9192216866,0.790523553551,2.15861,8.40136,-6.7879686669,0.0708225,26,5,0.788483028036,6.09927,6.17089988964,1077.579137802124,-4.7302,3.33156,0.981513,4453.12,-0.246240277417,3.40238,0.00980581,0.9638638496398926,0.0,1.6362602710723877
-140.26846755,0.11848020553588867,39.501198291778564,1.03696433378,38.267257991,-51.633661721,0.762986801484,-4.23265237175,72.423437003,0.762143191243,2.14409,8.37974,-5.41971134251,0.0673385,27,5,0.762986801484,5.72017,5.79243738715,1117.2210638523102,-4.23453,2.48748,0.977995,4357.87,0.147585918014,2.55482,0.00983582,0.9505808353424072,0.0,1.6225056648254395
-195.158149135,0.12056636810302734,40.05491614341736,1.05871242405,107.309408852,-81.75206842,0.75153684683,-3.62158450542,102.378779841,0.752400332553,2.22528,8.35751,-14.1908000589,0.0743908,28,5,0.75153684683,5.34114,5.42457795629,1157.4142084121704,-3.62449,1.16162,0.974401,4262.06,0.143119056764,1.23601,0.00997653,0.9438056945800781,0.0,1.6316828727722168
-107.057810142,0.12091422080993652,39.72408175468445,1.05368866728,21.3506786522,-62.4271856872,0.807250930997,-3.02877494799,44.2950418509,0.806775720234,2.19683,8.35068,2.87394295523,0.068072,29,5,0.807250930997,4.94274,5.03382507085,1197.2775371074677,-3.03219,0.637739,0.973293,4233.07,0.152625261465,0.705811,0.00980611,0.9555530548095703,0.0,1.621840000152588
-126.609473431,0.11972951889038086,39.81500267982483,1.05075142786,118.053572663,-21.3790936764,0.753828296424,-2.39748660886,86.2053782332,0.755000336861,2.17425,8.34778,11.1150980345,0.0677272,30,5,0.753828296424,4.49381,4.59795246559,1237.2295608520508,-2.40089,-0.0708585,0.972918,4220.79,0.347774508434,-0.00313133,0.00982483,0.9569542407989502,0.0,1.6211941242218018
-24.3938847972,0.11797571182250977,39.8836407661438,1.05474521906,81.2603029476,20.4707196684,0.713183657871,-1.59106866418,35.6379987893,0.71135716355,2.18297,8.32332,-6.42913850266,0.0681748,31,5,0.713183657871,4.0904,4.21986706831,1277.2467877864838,-1.59516,-1.20791,0.968997,4118.8,0.308016490326,-1.13973,0.00979798,0.9538486003875732,0.0,1.632993459701538
-108.439836865,0.12018084526062012,39.82572102546692,1.05985836404,73.3866749098,-18.5464241134,0.767837585171,-0.767082702703,57.982682039,0.767267322095,2.20958,8.31082,5.10169630991,0.0668306,32,5,0.767837585171,3.77939,3.933925391,1317.2083973884583,-0.772574,-1.82968,0.967031,4067.65,0.335748511799,-1.76285,0.00979765,0.9643828868865967,0.0,1.633232831954956
-86.2251734954,0.11917853355407715,39.89798545837402,1.07731112913,177.136568462,53.1400356143,0.726027129924,0.142416221302,109.69613918,0.725830790173,2.26163,8.30096,8.51865341102,0.0750108,33,5,0.726027129924,3.69659,3.86987060056,1357.2412374019623,0.137334,-4.59072,0.965423,4027.75,-0.0281255847008,-4.51571,0.00981158,0.943328857421875,0.0,1.6097021102905273
13.188171091,0.11734914779663086,39.58486890792847,1.08961371711,201.343221491,71.7166258842,0.769025094229,1.14964305767,66.750673375,0.768202513274,2.32608,8.27821,14.2614306047,0.0675993,34,5,0.769025094229,3.78287,3.96200581352,1396.964473247528,1.14291,-5.19879,0.961807,3937.15,0.314781933304,-5.1312,0.00989571,0.9297595024108887,0.0,1.6141345500946045
-10.2571813777,0.11999297142028809,39.57428741455078,1.09861364718,221.196604842,103.233002476,0.763483345035,2.24763600278,73.9630345608,0.764434470532,2.35728,8.26638,11.9251108956,0.0685382,35,5,0.763483345035,4.13637,4.3013359916,1436.6728043556213,2.24087,-5.987,0.959901,3890.85,0.518227233077,-5.91846,0.00975662,0.9366121292114258,0.0,1.6222445964813232
16.3412350807,0.11787605285644531,39.502633810043335,1.10980451551,151.88700161,113.392398593,0.755152216976,3.46857278276,49.625299633,0.756948606368,2.39803,8.23409,20.4405892803,0.0673761,36,5,0.755152216976,4.80829,4.93686851406,1476.310741186142,3.46088,-7.48953,0.95481,3767.21,0.235235145817,-7.42215,0.00994996,0.9323923587799072,0.0,1.6038384437561035
-52.2290710579,0.11935710906982422,39.995298624038696,1.13535937327,428.190210403,92.3541496891,0.758591772688,4.78208927204,171.970450803,0.756724975574,2.50216,8.20477,-1.98967991697,0.0778351,37,5,0.758591772688,5.7594,5.86042847516,1516.4398384094238,4.77395,-10.1284,0.950309,3658.38,0.0885679215838,-10.0505,0.00966798,0.9524495601654053,0.0,1.6250343322753906
32.1791674023,0.12415146827697754,39.84396958351135,1.16428971541,337.678667512,193.121412526,0.787930126731,6.26552869824,126.268864859,0.788197494196,2.65899,8.19495,18.8576248815,0.0744362,38,5,0.787930126731,6.96919,7.04909201605,1556.4243948459625,6.25669,-13.0187,0.948766,3622.6,0.149002880482,-12.9443,0.00984184,0.9645349979400635,0.0,1.644108533859253
110.422419069,0.11736702919006348,39.70402812957764,1.17306351121,535.257640663,248.60969417,0.788385324669,7.72154799893,152.122291116,0.788501687038,2.69342,8.17319,32.4713017021,0.0705147,39,5,0.788385324669,8.22511,8.29000338081,1596.2651739120483,7.71297,-13.2128,0.94537,3544.63,0.403372404778,-13.1423,0.00984459,0.9515271186828613,0.0,1.6178030967712402
111.175590156,0.11799883842468262,39.85290217399597,1.21018466339,389.406030722,247.982554973,0.741547967137,9.34081264011,91.7626505946,0.742390117514,2.90367,8.16005,10.1866096564,0.070776,40,5,0.741547967137,9.68891,9.74445460432,1636.2518637180328,9.3316,-15.9966,0.943301,3498.36,0.467022408279,-15.9258,0.00982275,0.9526727199554443,0.0,1.6244027614593506
229.19954377,0.11868095397949219,39.63219118118286,1.23664110838,429.632842368,319.208781232,0.7581098924,11.1954930872,81.7269333627,0.757967676452,3.05149,8.15803,20.2427405647,0.0684395,41,5,0.7581098924,11.4123,11.4560826281,1676.018351316452,11.1863,-20.8875,0.942987,3491.29,0.370916000854,-20.8191,0.0064173,0.9479851722717285,0.0,1.6111905574798584
154.862948489,0.12140583992004395,39.777570962905884,1.25939638036,486.334167115,245.675139181,0.752498290427,12.9464598283,127.113112103,0.752798291793,3.1918,8.1431,27.9881868015,0.0699005,42,5,0.752498290427,13.0924,13.1260796512,1715.9377610683441,12.9377,-17.8771,0.940684,3439.56,0.51393141377,-17.8072,0.00996662,0.9404377937316895,0.0,1.6139228343963623
195.537430292,0.1198270320892334,40.23293209075928,1.28900481993,631.740190915,450.206393784,0.745403371587,14.943121729,164.840997871,0.74335203465,3.37259,8.12885,28.6077712382,0.0702419,43,5,0.745403371587,15.0459,15.072721262,1756.307042837143,14.9339,-27.086,0.938468,3390.89,0.406714562646,-27.0158,0.00644074,0.9626379013061523,0.0,1.6305758953094482
269.613419529,0.12092971801757812,39.99131989479065,1.3254798428,718.928091519,515.772121455,0.782670503785,17.0992938993,164.165268076,0.783461992303,3.60271,8.11833,38.7690488902,0.0833492,44,5,0.782670503785,17.1656,17.1857500373,1796.43345785141,17.09,-30.9996,0.936791,3355.4,0.512607276009,-30.9163,0.00985053,0.9544215202331543,0.0,1.62644624710083
323.658758117,0.11715126037597656,39.543134689331055,1.3583996476,844.737551711,556.449806857,0.787563817126,19.4028101362,201.610149271,0.788136100323,3.83634,8.09052,61.51729348,0.0936584,45,5,0.787563817126,19.4469,19.4623183176,1836.1108622550964,19.394,-34.492,0.932483,3263.37,0.432404489502,-34.3983,0.00997926,0.934370756149292,0.0,1.6058766841888428
334.778195017,0.1172032356262207,39.47730374336243,1.40298297117,967.58253756,658.824562654,0.792999921161,21.7375918843,248.099269399,0.791431019368,4.12371,8.07728,53.6328535858,0.0930634,46,5,0.792999921161,21.7742,21.7874589995,1875.7230966091156,21.7287,-41.9665,0.93044,3220.47,0.269773212888,-41.8734,0.00969951,0.9273595809936523,0.0,1.6069395542144775
365.472408662,0.11962676048278809,39.75958871841431,1.44869610347,952.966493762,800.923132867,0.789552791189,24.3500949477,222.585202614,0.790025388569,4.57283,8.07307,70.0835346287,0.101223,47,5,0.789552791189,24.383,24.3946955776,1915.6176857948303,24.3414,-46.6354,0.929739,3206.93,0.551259042424,-46.5342,0.00983429,0.9550318717956543,0.0,1.6315805912017822
337.401114111,0.11960220336914062,39.4003381729126,1.484910096,908.482337332,665.986228629,0.800611290209,26.8894769203,249.437465078,0.801000346537,4.91943,8.05873,70.8268684531,0.0865784,48,5,0.800611290209,26.9203,26.9317234484,1955.1550025939941,26.8804,-44.5593,0.927523,3161.26,0.686584022402,-44.4728,0.00967177,0.9357004165649414,0.0,1.5986535549163818
607.369069681,0.11526989936828613,39.75463509559631,1.53096077035,1225.58901292,872.879307407,0.807233163451,29.7392315893,206.214474931,0.807515198055,5.24246,8.04648,69.1541531868,0.0954361,49,5,0.807233163451,29.7673,29.7781367893,1995.045296907425,29.7301,-56.949,0.925682,3122.79,0.497871282572,-56.8536,0.00990723,0.9237527847290039,0.0,1.592198133468628
887.333590455,0.11739492416381836,39.44610261917114,1.58234558621,1435.8084391,1106.9123505,0.802019863702,32.9176715834,195.689153815,0.802814221437,5.79622,8.0351,61.8401242701,0.104584,50,5,0.802019863702,32.9431,32.9536554138,2034.6281998157501,32.9089,-68.912,0.924004,3087.44,0.245893074181,-68.8074,0.00969009,0.9466984272003174,0.0,1.594726324081421
822.896971013,0.11989498138427734,39.617260217666626,1.64605350684,1025.67128182,942.203541993,0.788562292764,35.9448649995,72.2739580402,0.789237718054,6.61345,8.03291,57.6258101983,0.114815,51,5,0.788562292764,35.9651,35.9749073047,2074.380614042282,35.9361,-70.7101,0.923623,3080.7,0.278179919615,-70.5953,0.00990672,0.9395980834960938,0.0,1.6021108627319336
906.174604911,0.11991691589355469,39.87381315231323,1.68752875621,1254.07061309,1061.00660483,0.760132879598,39.0225506014,126.52625554,0.760454592585,7.27248,8.03438,80.7153633987,0.0977249,52,5,0.760132879598,39.039,39.0489863544,2114.3888499736786,39.0135,-77.1314,0.92388,3085.23,0.100746855234,-77.0337,0.00999666,0.9275619983673096,0.0,1.6052227020263672
415.367190152,0.1195683479309082,39.80688238143921,1.71195009119,1383.68550693,1042.99240804,0.7761926746,42.1071235406,329.383967425,0.778054772368,7.07771,8.01564,97.6307335089,0.0896454,53,5,0.7761926746,42.1226,42.1321468799,2154.3321158885956,42.0986,-76.2573,0.921032,3027.94,0.592788907489,-76.1676,0.00980625,0.9451563358306885,0.0,1.6334409713745117
411.265131161,0.11786627769470215,39.65061616897583,1.77117222896,1287.64652361,1036.58138002,0.788519193668,45.0705102492,322.196281768,0.789728314881,8.0171,8.00894,104.977869178,0.081871,54,5,0.788519193668,45.0839,45.093645195,2194.119395494461,45.0618,-80.1759,0.920051,3007.74,0.71451518114,-80.094,0.00974001,0.9389376640319824,0.0,1.600534200668335
1297.67220632,0.11569452285766602,39.86038637161255,1.80283319479,1483.17026494,1394.05419843,0.807543377437,48.2563568626,62.9875003558,0.806821678317,8.44958,8.00443,127.303502328,0.0895538,55,5,0.807543377437,48.2708,48.2797008245,2234.11825466156,48.2482,-98.1462,0.919324,2994.18,0.466707846727,-98.0567,0.00969478,0.9304335117340088,0.0,1.5973443984985352
649.907576352,0.11875343322753906,39.53905487060547,1.85095717035,1461.01411481,943.072386807,0.69832405,51.0893721522,289.830437607,0.697392023591,9.31377,7.99112,118.028702834,0.0808792,56,5,0.69832405,51.1049,51.1139898361,2273.79580950737,51.0813,-74.2283,0.917309,2954.6,-0.930732264808,-74.1474,0.00993997,0.9342153072357178,0.0,1.5988078117370605
1324.8537292,0.1218724250793457,39.58255887031555,1.88376569756,1529.72315625,1402.91060024,0.749177782261,54.4304912091,73.773802435,0.748447611694,9.73075,7.98261,115.893433597,0.0898438,57,5,0.749177782261,54.4434,54.4520868653,2313.5188596248627,54.4227,-108.152,0.916015,2929.57,0.242619939709,-108.063,0.00948188,0.9326963424682617,0.0,1.6077747344970703
614.247248517,0.11787939071655273,39.532902002334595,1.93780281408,1705.29049895,1300.28037917,0.678210619207,57.7022033379,377.839784028,0.678083549225,10.9869,7.98309,122.407345706,0.0827789,58,5,0.678210619207,57.7115,57.7211037556,2353.1869463920593,57.6938,-104.978,0.916126,2930.98,0.366879151883,-104.896,0.00966779,0.92362380027771,0.0,1.6119427680969238
1260.9748674,0.11972594261169434,39.72821927070618,1.95729079413,1785.66891139,1476.84618572,0.789770026289,60.875600495,179.233271817,0.790176593512,11.2928,7.98476,126.470324242,0.0915222,59,5,0.789770026289,60.8901,60.899101535,2393.0487275123596,60.8676,-120.323,0.916372,2935.86,0.443341756537,-120.231,0.00979716,0.9349360466003418,0.0,1.6102054119110107
1360.13929979,0.11695051193237305,39.49047064781189,1.96850621971,1796.97015987,1550.79061495,0.801683203535,64.0799832663,142.474651665,0.801862387982,11.2377,7.98223,131.405580357,0.0912476,60,5,0.801683203535,64.0971,64.1054158804,2432.676909685135,64.0726,-125.2,0.915978,2928.46,0.532200294589,-125.109,0.00972555,0.9352951049804688,0.0,1.599630355834961
655.554102982,0.11852669715881348,39.52380347251892,2.00580452207,1615.26825649,1320.77528168,0.696666754401,67.275572574,341.541909082,0.698563618693,11.7623,7.96432,136.819334291,0.0807724,61,5,0.696666754401,67.2944,67.303574779,2472.337392807007,67.2675,-115.242,0.913291,2876.48,0.353793885696,-115.161,0.00972595,0.941688060760498,0.0,1.6041419506072998
853.537501804,0.11813712120056152,39.33902144432068,2.07637184503,1765.37084815,1490.82709446,0.776092142197,70.6137874244,330.479569498,0.777151156114,13.5995,7.95582,148.748214268,0.0937881,62,5,0.776092142197,70.6295,70.6377576077,2511.8137969970703,70.6064,-125.706,0.912035,2852.12,0.707271720822,-125.613,0.00975297,0.9410264492034912,0.0,1.6069207191467285
145.358054287,0.11993598937988281,39.67051410675049,2.09775804871,1712.69717066,1263.88499476,0.787249836262,73.5172193041,570.623202721,0.78831553782,12.9212,7.94522,106.172722123,0.0843811,63,5,0.787249836262,73.5325,73.5399745279,2551.6218423843384,73.5107,-118.68,0.910435,2822.06,0.733382272172,-118.595,0.00982796,0.9397485256195068,0.0,1.6056785583496094
1576.97986216,0.11586689949035645,39.47964859008789,2.1714433219,1806.90993907,1709.54351962,0.784328399032,76.8884390504,78.6986143145,0.78377731947,15.4506,7.93444,141.830244765,0.0844116,64,5,0.784328399032,76.897,76.9064832608,2591.2383317947388,76.8801,-148.777,0.908774,2791.8,0.565221163934,-148.693,0.00972731,0.9299299716949463,0.0,1.5952858924865723
1609.55907884,0.11760973930358887,39.41680550575256,2.20140268551,2058.81126171,1804.45431831,0.783493966283,80.5506084466,171.254872699,0.784869561004,15.2239,7.93235,145.639192187,0.0876465,65,5,0.783493966283,80.5575,80.5655778174,2630.7915897369385,80.5435,-152.335,0.908483,2785.97,0.553911266422,-152.247,0.00968062,0.927863359451294,0.0,1.5973789691925049
421.962209736,0.11787652969360352,39.48936939239502,2.28260400375,1966.44104874,1319.64361031,0.702898105879,83.6513511385,637.572676275,0.703155803978,18.0003,7.92676,121.344359289,0.0812988,66,5,0.702898105879,83.6587,83.6665796076,2670.4172537326813,83.6445,-119.991,0.907653,2770.45,0.642408667836,-119.91,0.00982685,0.9248888492584229,0.0,1.6012048721313477
1420.93493457,0.11713790893554688,39.76111149787903,2.32033498356,1985.4719552,1754.69799602,0.782480789919,86.9785020228,206.272381961,0.783614994237,18.5393,7.92651,151.547177506,0.0789337,67,5,0.782480789919,86.9825,86.9918948622,2710.313868522644,86.9701,-161.074,0.9076,2769.74,0.464261332479,-160.995,0.00967261,0.9412565231323242,0.0,1.6059722900390625
1891.60030635,0.12041521072387695,39.8899188041687,2.36223354451,1997.9615401,1966.80916865,0.791564177193,90.6279917898,40.0801461277,0.791726023764,19.0127,7.92502,168.403728962,0.0912323,68,5,0.791564177193,90.6296,90.6379348699,2750.341182231903,90.6206,-173.46,0.907409,2765.63,0.56523435505,-173.369,0.00980355,0.9569594860076904,0.0,1.6140737533569336
1548.62427569,0.12079405784606934,39.971697092056274,2.39580526648,2131.16190522,1820.14104342,0.812596247843,94.2613650884,185.353688382,0.811882884918,20.4958,7.92316,132.712000653,0.0851898,69,5,0.812596247843,94.2619,94.2688180721,2790.4480245113373,94.2547,-172.615,0.907143,2760.48,0.520897090362,-172.529,0.00983528,0.9527473449707031,0.0,1.6115217208862305
763.324676695,0.11660313606262207,39.81829500198364,2.4046197592,1855.57628165,1580.76863396,0.676871774404,97.5147660887,412.894875438,0.677297480399,19.7194,7.92018,129.656051706,0.0858917,70,5,0.676871774404,97.5133,97.5218213391,2830.39839720726,97.5066,-159.922,0.906707,2752.27,0.322673060695,-159.836,0.00999692,0.9436171054840088,0.0,1.59452223777771
181.401459334,0.11533927917480469,39.44139623641968,2.44991649073,2233.72147123,1553.76345942,0.766649751423,100.554222937,718.938226604,0.767056765143,22.0407,7.91163,127.499412379,0.0844421,71,5,0.766649751423,100.55,100.55812555,2869.9763972759247,100.547,-153.128,0.905391,2728.83,0.724821689771,-153.044,0.00987289,0.9368002414703369,0.0,1.5894358158111572
