MinReturn,AverageQLoss,ExplainedVariance,Iteration,NumTrajs,LossBefore,ProcessExecTime,MaxReturn,Time,AverageAbsQYDiff,AbsLearnSignalNew,Entropy,AverageAbsY,LossAfter,PolicyExecTime,AveragePolicyStd,EnvExecTime,Perplexity,AbsLearnSignal,AverageReturn,dLoss,AverageQ,AbsLearnSignalOld,ItrTime,MeanKL,AverageY,StdReturn,AverageAbsQ,MeanKLBefore,AverageDiscountedReturn
-332.711948684,2.83158,0.120204039879,10,5,8.26571,0.08798503875732422,-170.870614947,400.9079740047455,1.18065401536,0.755805560866,8.43636,9.39993905895,8.20815,0.7619740962982178,0.987215,1.6974637508392334,4611.72,0.755805560866,-263.171405383,0.0575562,-8.65989,0.756950592935,36.53275203704834,0.00646142,-8.66291624617,69.0554896588,9.33017,0.0,-15.9103393094
-315.492024398,2.84766,0.15361180649,11,5,8.47077,0.09606814384460449,-212.090460886,437.6609523296356,1.18489372159,0.744431560315,8.43477,9.71332711516,8.41402,0.789426326751709,0.98696,1.7032294273376465,4604.4,0.744431560315,-261.537322432,0.0567446,-8.92865,0.744123439725,36.62869834899902,0.00646272,-8.93139842616,33.0174088132,9.64353,0.0,-11.3006177297
-358.253166855,2.7617,0.204059525577,12,5,9.85372,0.0952298641204834,-238.865841616,474.3844451904297,1.16339861366,0.759635001895,8.42389,10.0575456853,9.7998,0.7732236385345459,0.98518,1.6854841709136963,4554.59,0.759635001895,-296.923395452,0.0539179,-9.23272,0.758773418672,36.60688543319702,0.00642934,-9.23555503265,43.9429848831,9.99242,0.0,-12.0037425743
-319.924925784,2.71683,0.542958028623,13,5,9.09529,0.09577775001525879,-68.6658915273,510.704571723938,1.15591612048,0.760271953419,8.42152,10.3291336068,9.02777,0.7792563438415527,0.984783,1.695563793182373,4543.82,0.760271953419,-205.666244018,0.0675211,-9.4433,0.761310401942,36.197001218795776,0.00985848,-9.4465123096,97.4908371273,10.2622,0.0,-15.4991184151
-310.085866747,2.68537,-0.0931392985372,14,5,9.89216,0.0930643081665039,-225.78953528,547.1529242992401,1.14648485583,0.731620511221,8.41235,10.6043391137,9.83871,0.8131492137908936,0.983294,1.7349498271942139,4502.31,0.731620511221,-270.143621905,0.0534544,-9.73378,0.731533639148,36.331974029541016,0.00643793,-9.73615412105,29.7029167936,10.5392,0.0,-14.4963426157
-246.515373642,2.63849,-0.266582311543,15,5,9.65137,0.0920557975769043,-183.772559711,583.5058281421661,1.13598936426,0.797313044109,8.39919,10.7909174647,9.58657,0.7711009979248047,0.981135,1.7038421630859375,4443.45,0.797313044109,-219.766422453,0.0647907,-9.90409,0.795493531356,36.233949422836304,0.00997023,-9.906671943,24.4265756168,10.7245,0.0,-15.8654975787
-321.867022829,2.62266,0.270730791365,16,5,8.91785,0.09299445152282715,-106.518572674,620.0766019821167,1.13453401246,0.783935429377,8.38518,10.8986413399,8.86471,0.7907743453979492,0.978873,1.7349379062652588,4381.63,0.783935429377,-195.158598091,0.0531406,-9.95868,0.784090542032,36.455976247787476,0.00641307,-9.9606137678,70.7278402361,10.8323,0.0,-15.2192564299
-326.69922539,2.58868,0.273321365943,17,5,10.6309,0.09012174606323242,-209.330962478,656.4221353530884,1.13033453161,0.756932308796,8.38307,11.0741506909,10.5668,0.8070268630981445,0.978525,1.7300832271575928,4372.42,0.756932308796,-261.706883005,0.0641537,-10.169,0.757326283083,36.22490382194519,0.00994835,-10.1704014807,51.4176338665,11.0102,0.0,-10.1336837252
-232.507862994,2.58236,0.179420452332,18,5,8.97681,0.09168815612792969,-61.0290419634,692.7077560424805,1.12675799574,0.792568944279,8.37654,11.1408357175,8.9218,0.7652273178100586,0.977448,1.7136178016662598,4343.96,0.792568944279,-137.370279986,0.0550117,-10.2601,0.793549114452,36.16247820854187,0.00645173,-10.2611308771,56.9734592326,11.0757,0.0,-0.350805440218
-274.140287963,2.48076,0.377183748043,19,5,10.2978,0.09565401077270508,-120.519471638,729.0979180335999,1.11034356993,0.783210459327,8.36061,11.2449208141,10.2299,0.7744667530059814,0.974866,1.7257542610168457,4275.31,0.783210459327,-201.651048994,0.0679455,-10.3731,0.782099635043,36.27631068229675,0.0099639,-10.3738847181,52.820508842,11.1832,0.0,-4.53597770981
-267.40968536,2.40921,0.153620832087,20,5,10.6931,0.08715558052062988,-187.768815279,765.6182067394257,1.09820010992,0.769014367609,8.35353,11.3225069223,10.6433,0.7827746868133545,0.973748,1.6875779628753662,4245.13,0.769014367609,-220.985076522,0.0498304,-10.473,0.770185425744,36.40303301811218,0.00643587,-10.4729485606,25.9423275786,11.2623,0.0,-3.30315457125
-286.341073347,2.3865,0.450191078521,21,5,12.1427,0.09254622459411621,-174.345473892,801.8932166099548,1.09072083596,0.777844268278,8.33387,11.3992480512,12.0874,0.7884786128997803,0.970559,1.7218825817108154,4162.5,0.777844268278,-217.485554733,0.0553083,-10.5426,0.778506402266,36.166738748550415,0.00641474,-10.5426572141,43.5020439479,11.3392,0.0,-6.5737806944
-297.421598937,2.39332,0.356820302015,22,5,8.48612,0.09840226173400879,-5.25708669352,838.6340336799622,1.0920526379,0.755828984618,8.31594,11.3430566697,8.42113,0.7760939598083496,0.967714,1.7402873039245605,4088.53,0.755828984618,-162.346962225,0.064992,-10.4236,0.754334627889,36.622578144073486,0.00996977,-10.4237494376,105.655392724,11.2827,0.0,-5.02337654267
-278.229974637,2.3355,0.26047309935,23,5,8.62505,0.0957796573638916,-17.6133197335,874.9681932926178,1.08256561054,0.745834462407,8.32096,11.2431434389,8.57505,0.7616901397705078,0.968548,1.7165532112121582,4109.11,0.745834462407,-164.657787918,0.0499992,-10.3014,0.746247090364,36.21197199821472,0.00646363,-10.3009404305,88.4406967832,11.183,0.0,-0.960139117382
-216.538447592,2.31861,0.335414878057,24,5,7.49265,0.09229111671447754,54.0193757015,911.451723575592,1.07777220445,0.765389129882,8.30039,11.0563003844,7.43758,0.7325160503387451,0.965253,1.7034873962402344,4025.43,0.765389129882,-104.106364815,0.0550718,-10.0511,0.764181762182,36.36807131767273,0.00646216,-10.0506616553,97.4430728288,10.997,0.0,-3.19684215313
-176.973418073,2.29777,0.396161308336,25,5,7.73287,0.09301257133483887,-45.1210558665,947.7495770454407,1.07636410418,0.772527307447,8.30248,10.8778391563,7.67646,0.7288429737091064,0.965674,1.6946446895599365,4033.88,0.772527307447,-124.564267419,0.0564141,-9.77949,0.770233096596,36.177993059158325,0.00642669,-9.77888530937,44.9602840737,10.8158,0.0,5.47563130563
-214.591468081,2.25365,0.251017876849,26,5,10.1687,0.09373879432678223,-53.7818601991,984.238382101059,1.06748853194,0.78017634025,8.29037,10.7555144295,10.1165,0.7159638404846191,0.963751,1.6889548301696777,3985.32,0.78017634025,-151.969554092,0.0521612,-9.5715,0.781263697452,36.37394094467163,0.00645897,-9.57022746417,59.2982944415,10.6964,0.0,-8.68896539947
-206.54951573,2.29503,-0.153539152236,27,5,5.0636,0.08971762657165527,69.3084253561,1020.6558380126953,1.07615932452,0.78278213269,8.26745,10.4537369816,5.00624,0.71588134765625,0.960112,1.7118546962738037,3895.0,0.78278213269,-98.6872737916,0.0573621,-9.08906,0.782158373257,36.29779410362244,0.00652315,-9.08753115657,94.2265343632,10.39,0.0,-3.75389923405
-199.759089604,2.29923,0.116334736332,28,5,5.07378,0.09950995445251465,53.9082908965,1057.14608335495,1.08183426474,0.781861528258,8.25096,10.179490205,5.01812,0.737755298614502,0.957483,1.715181827545166,3831.31,0.781861528258,-77.8924140714,0.055656,-8.67799,0.782652962814,36.37035608291626,0.00643288,-8.67581453889,101.814325327,10.1148,0.0,-2.67468195614
-205.548405835,2.28594,0.354576845035,29,5,4.90682,0.09066963195800781,58.4900288051,1093.5131304264069,1.08187470185,0.76526378865,8.25956,9.86469362663,4.85224,0.7469656467437744,0.95878,1.6952550411224365,3864.4,0.76526378865,-60.8659996863,0.0545769,-8.14856,0.765824872678,36.24713492393494,0.00643801,-8.14643278618,85.1538154552,9.80004,0.0,3.81201672841
-145.042034279,2.30153,0.456780085162,30,5,3.83221,0.0908803939819336,112.950739302,1129.793285369873,1.08736326455,0.780387381926,8.25185,9.61996754112,3.77586,0.7335917949676514,0.957501,1.7021727561950684,3834.73,0.780387381926,-50.0652093074,0.0563467,-7.62611,0.780095735693,36.16832137107849,0.00647501,-7.62377947357,94.1869843838,9.55504,0.0,6.7866250645
-126.039494067,2.31124,0.326411416263,31,5,1.54013,0.08799004554748535,194.912802472,1166.3262107372284,1.09568793507,0.763709028032,8.25093,9.30871975908,1.46747,0.7202134132385254,0.957326,1.6956732273101807,3831.19,0.763709028032,1.7862003304,0.0726621,-6.98154,0.763291248545,36.419474840164185,0.00983026,-6.97855844894,122.779457526,9.23829,0.0,6.35680956899
1.24510901507,2.35888,0.108064914246,32,5,-4.24761,0.09049868583679199,245.207563825,1202.8836615085602,1.11026090981,0.772417363216,8.25742,8.96457309259,-4.31592,0.7274439334869385,0.958397,1.7125375270843506,3856.14,0.772417363216,153.142764717,0.0683041,-6.05946,0.773398257967,36.435930252075195,0.00648349,-6.05569020216,91.0132038248,8.89146,0.0,12.4881376186
-110.809143431,2.35316,0.271904918143,33,5,0.846752,0.0892171859741211,128.280829181,1239.3458755016327,1.11129841717,0.75671116699,8.24988,8.68477266273,0.774049,0.7248082160949707,0.957186,1.697425127029419,3827.18,0.75671116699,35.3798437031,0.0727028,-5.2097,0.755571395524,36.3420307636261,0.00996571,-5.20597783208,79.8683500636,8.61125,0.0,11.0656274417
-111.282187022,2.46273,0.0870741349558,34,5,-5.01598,0.09455418586730957,286.610798148,1275.6522135734558,1.13861836273,0.76676161024,8.2457,8.51555185312,-5.07828,0.7438488006591797,0.956473,1.6978399753570557,3811.22,0.76676161024,48.5654874817,0.0622964,-4.18281,0.76580288435,36.19349646568298,0.00641173,-4.17764313645,132.620844034,8.43451,0.0,-1.63573370945
-10.7234188928,2.56976,0.312451360955,35,5,-7.84231,0.09166669845581055,382.556615118,1312.083330631256,1.1644780498,0.772791158188,8.23064,8.53741404947,-7.92791,0.7398242950439453,0.954099,1.700768232345581,3754.22,0.772791158188,199.983809661,0.0856071,-2.9705,0.77163107493,36.31286334991455,0.00998045,-2.96451459015,138.130330021,8.45261,0.0,26.1488971352
129.505549037,2.62312,0.0929023521499,36,5,-10.2022,0.0999293327331543,297.964575571,1348.6367547512054,1.18288546965,0.776336511912,8.21139,8.80178876337,-10.2711,0.7239868640899658,0.951017,1.6924986839294434,3682.67,0.776336511912,203.902159206,0.0689125,-1.59888,0.776596613237,36.43580341339111,0.00642999,-1.59292347675,56.7841612807,8.7209,0.0,12.7205004033
-38.8526848495,2.70558,0.511039805847,37,5,-8.46507,0.09062027931213379,384.84987893,1385.2343118190765,1.20167711373,0.782952420538,8.21447,9.29391385803,-8.52753,0.7255408763885498,0.951531,1.6895017623901367,3694.04,0.782952420538,261.973965627,0.0624609,-0.205553,0.781548613821,36.482309341430664,0.00649229,-0.199757490657,153.615805204,9.22377,0.0,27.224216088
240.615521049,2.80196,0.0289734065424,38,5,-16.6611,0.09407687187194824,458.199171963,1422.3377401828766,1.22478358516,0.7829584437,8.20287,10.0183651107,-16.7488,0.7596275806427002,0.949746,1.7134501934051514,3651.41,0.7829584437,364.305655131,0.0877075,1.43937,0.784569452041,36.98464345932007,0.0098716,1.44554765273,86.0243940564,9.9628,0.0,34.3680641255
-2.38981937454,2.91201,-3.59780226024,39,5,-14.6236,0.09362578392028809,337.407347969,1459.2615947723389,1.2464616329,0.664713324286,8.20433,10.9362751413,-14.7146,0.7500605583190918,0.949908,1.7085657119750977,3656.76,0.664713324286,258.506537558,0.0909424,3.11391,0.665997407049,36.806424617767334,0.00991222,3.12030572981,130.860444733,10.8924,0.0,13.7805387156
324.491066748,3.06746,0.131711597135,40,5,-22.4181,0.09071779251098633,499.734879959,1495.845371723175,1.27611136756,0.804502780613,8.20618,12.175562317,-22.488,0.7327206134796143,0.95024,1.707263708114624,3663.53,0.804502780613,416.675497785,0.0698643,5.12109,0.804613831971,36.46844148635864,0.00642062,5.12737877619,60.1738466932,12.144,0.0,36.3246872241
244.653992848,3.22497,0.443933726084,41,5,-24.5657,0.09299445152282715,553.007500643,1532.1712732315063,1.31028724649,0.770315888114,8.19714,13.6736489186,-24.6614,0.740652322769165,0.948799,1.6897950172424316,3630.55,0.770315888114,469.924440006,0.0956879,7.28013,0.771318823302,36.20840835571289,0.00998587,7.28620086695,116.281239829,13.6507,0.0,48.3903070577
16.0855855485,3.46295,0.715359014305,42,5,-22.6976,0.08904266357421875,614.504080083,1568.592448234558,1.34586372468,0.799562594156,8.18623,15.3073369764,-22.7624,0.7312939167022705,0.947046,1.6898415088653564,3591.17,0.799562594156,406.285006966,0.0648193,9.49344,0.800302407018,36.30263423919678,0.00642224,9.49926052502,208.57796702,15.2889,0.0,42.8198259724
252.075389946,3.71485,0.563632077867,43,5,-31.2117,0.09531545639038086,742.267206842,1605.1825680732727,1.38292588076,0.769921547141,8.18568,17.2549191805,-31.298,0.7315640449523926,0.946967,1.6841320991516113,3589.18,0.769921547141,557.28614275,0.0862446,11.9997,0.771254522844,36.475552558898926,0.00991022,12.0058423816,169.296947636,17.2408,0.0,56.0357845442
-51.3317260016,3.88516,0.683813062265,44,5,-32.6993,0.0896153450012207,775.437397579,1641.7659361362457,1.40992147476,0.763660623526,8.1745,19.3360524223,-32.7647,0.7213857173919678,0.945186,1.6879026889801025,3549.28,0.763660623526,542.227560366,0.0653496,14.5852,0.765456588686,36.46890044212341,0.00643265,14.5913999015,320.353832705,19.3212,0.0,49.8669709876
736.776078976,4.13985,0.524042077242,45,5,-44.0026,0.09297370910644531,910.651860265,1678.3832502365112,1.43920650004,0.763830041864,8.17103,21.6228102495,-44.077,0.7152004241943359,0.944695,1.6776769161224365,3536.99,0.763830041864,828.975080285,0.0744438,17.3915,0.763602314172,36.49909019470215,0.00642598,17.3972392918,71.2549454826,21.6085,0.0,84.9849517163
497.791399302,4.4727,0.601547017519,46,5,-47.6568,0.09817957878112793,915.464439619,1714.8360743522644,1.48135109438,0.763288503206,8.17288,24.0915229373,-47.7486,0.7309105396270752,0.94497,1.6786668300628662,3543.55,0.763288503206,746.806361573,0.0917816,20.3461,0.764331085761,36.33769154548645,0.00988467,20.3520300305,151.966514594,24.0727,0.0,73.4328689979
718.737639124,4.75547,0.323788080189,47,5,-55.2319,0.09351062774658203,1048.4231294,1751.6650786399841,1.51296238688,0.796272060053,8.16662,26.7810185115,-55.3232,0.7402994632720947,0.944014,1.6881029605865479,3521.42,0.796272060053,874.404631112,0.0912819,23.4584,0.795189878338,36.70955014228821,0.00995283,23.4647087855,114.35060942,26.7577,0.0,61.7101915107
707.896539625,5.19612,0.402467729975,48,5,-59.5046,0.09212231636047363,1075.0388224,1788.1473968029022,1.54990716624,0.803602767583,8.1619,29.6909246876,-59.5983,0.739609956741333,0.943305,1.6900451183319092,3504.82,0.803602767583,898.212301011,0.0937119,26.7416,0.804726171502,36.36949062347412,0.00990138,26.7486204595,121.980978691,29.6628,0.0,67.0654794524
418.346778264,5.63681,0.666096032297,49,5,-48.7787,0.09079623222351074,999.349467538,1824.5797281265259,1.59359375851,0.70335961432,8.16398,32.4898506973,-48.8483,0.7479479312896729,0.943667,1.6887671947479248,3512.13,0.70335961432,731.092712727,0.0695992,29.7465,0.703258185597,36.31054162979126,0.00643378,29.7528923724,254.819803738,32.4609,0.0,86.3252809764
765.021646002,6.0665,0.220623527219,50,5,-69.3435,0.0935826301574707,1304.59071059,1860.930505514145,1.61536794375,0.782807034526,8.16694,35.6991509131,-69.4154,0.7171874046325684,0.944157,1.6846935749053955,3522.53,0.782807034526,996.884067884,0.0718994,33.1968,0.781553328531,36.23886966705322,0.00643311,33.2032751559,179.933451973,35.6666,0.0,82.329951269
967.827262974,6.29844,0.601470719887,51,5,-75.6139,0.09801530838012695,1244.92025536,1897.3408606052399,1.63905556665,0.800126978975,8.15454,38.935091788,-75.697,0.737069845199585,0.942265,1.6833338737487793,3479.13,0.800126978975,1042.93009378,0.0831146,36.6404,0.801009652086,36.29175543785095,0.00994853,36.6473578148,106.553092646,38.8997,0.0,83.1939436174
940.994489465,7.13008,0.227836220283,52,5,-76.0958,0.0931551456451416,1224.90081695,1933.8866453170776,1.67335009094,0.72696040697,8.1545,42.2918058498,-76.1735,0.7247633934020996,0.942273,1.6799969673156738,3478.99,0.72696040697,1068.10173403,0.0777206,40.1567,0.726510669717,36.43292307853699,0.00997277,40.1634684476,100.824291701,42.2548,0.0,93.0633662037
898.627635503,7.07057,0.33713111573,53,5,-85.4801,0.08618474006652832,1446.56727895,1970.825133562088,1.70044813178,0.795682043508,8.14304,45.7102359862,-85.5467,0.7184231281280518,0.940497,1.6772792339324951,3439.37,0.795682043508,1145.13912612,0.0665894,43.7014,0.797222108157,36.819403886795044,0.00644235,43.7083006711,179.455623002,45.6697,0.0,78.6341331017
975.122485954,7.98842,0.460726819681,54,5,-90.7818,0.0949409008026123,1328.1811977,2007.3240151405334,1.75019647009,0.796959212507,8.1412,49.1149103775,-90.8508,0.7273600101470947,0.940299,1.6842904090881348,3433.03,0.796959212507,1209.90915452,0.0690079,47.2242,0.796153704801,36.380547523498535,0.00644676,47.2306785611,126.011846078,49.0689,0.0,101.574399583
1196.14771564,7.99703,0.513453609935,55,5,-96.4705,0.08832669258117676,1336.34394878,2043.8165669441223,1.76986728715,0.795418286646,8.12347,52.7604529586,-96.5401,0.715350866317749,0.937562,1.69484543800354,3372.7,0.795418286646,1263.16363217,0.0695343,50.9856,0.796972471296,36.381465435028076,0.00646292,50.9919191568,49.0778789492,52.7117,0.0,91.892292008
865.914797833,9.07709,0.417920350134,56,5,-94.0678,0.09539008140563965,1571.30962293,2080.245016813278,1.80506402266,0.652829586945,8.11441,56.1964844619,-94.1508,0.7680015563964844,0.936152,1.6991753578186035,3342.29,0.652829586945,1228.43222175,0.0830612,54.5174,0.654037491542,36.31500816345215,0.00997363,54.5241842956,226.805243841,56.1498,0.0,94.7485895996
1080.89166974,10.0026,0.613444150037,57,5,-95.0553,0.09302425384521484,1364.18941276,2116.6783678531647,1.84244480117,0.757141115948,8.11051,59.7581960612,-95.1184,0.7604870796203613,0.935624,1.6966814994812012,3329.27,0.757141115948,1218.25939214,0.0631561,58.1418,0.757037016407,36.30941557884216,0.00646064,58.1488161611,110.134819585,59.7071,0.0,114.095881935
1285.69988627,10.5092,0.5573828581,58,5,-114.284,0.09104180335998535,1672.46372216,2153.144766807556,1.88276675309,0.780506904089,8.09565,63.3463499086,-114.353,0.7277138233184814,0.933313,1.671546220779419,3280.17,0.780506904089,1485.73836469,0.0698013,61.7889,0.782469104698,36.347538471221924,0.00647787,61.7956707739,141.184369703,63.2958,0.0,114.881055271
1312.62876025,11.8039,0.660126862184,59,5,-119.319,0.09537005424499512,1569.50200329,2189.6642236709595,1.93970629444,0.800394263598,8.08948,67.0492304239,-119.384,0.748464822769165,0.932426,1.6842832565307617,3259.99,0.800394263598,1452.30322029,0.0649185,65.5679,0.79977682042,36.40064597129822,0.00655307,65.5755918664,89.6935763703,66.9956,0.0,124.49606686
246.91080636,11.6843,0.284188403389,60,5,-106.522,0.08917641639709473,1541.1178293,2225.9626457691193,1.96123610465,0.608164603799,8.07391,70.5102523161,-106.586,0.7277684211730957,0.93002,1.6800901889801025,3209.64,0.608164603799,1213.69151189,0.0636139,69.0455,0.609140211249,36.177934885025024,0.00649845,69.0521955587,488.714215666,70.4579,0.0,105.803381156
1382.75514127,13.1357,0.636743074542,61,5,-124.618,0.09394598007202148,1551.41490831,2262.485374212265,2.00142844913,0.737593130862,8.0703,74.1505823093,-124.684,0.7365634441375732,0.929481,1.6845910549163818,3198.08,0.737593130862,1458.5610446,0.0658798,72.6286,0.737523372263,36.40508460998535,0.00650758,72.6356751918,75.7046752234,74.0996,0.0,110.128718894
531.605757835,14.0212,0.537411089195,62,5,-115.647,0.09073472023010254,1829.28258286,2299.014193058014,2.03808564526,0.754806770953,8.06007,77.6396891696,-115.725,0.7447621822357178,0.927911,1.6962101459503174,3165.52,0.754806770953,1300.56168486,0.0781631,76.0822,0.753984424838,36.4090621471405,0.00995398,76.0893969529,422.647237532,77.5911,0.0,123.372971646
270.222542965,13.5239,0.817231306309,63,5,-89.9138,0.09201383590698242,1630.13496098,2335.5015642642975,2.04374802433,0.747752431204,8.05039,80.4401047767,-89.9818,0.7336127758026123,0.926421,1.6885395050048828,3135.01,0.747752431204,1021.46994683,0.0680847,78.8768,0.748721577055,36.357585430145264,0.00995715,78.8834772727,496.871065715,80.3879,0.0,122.454047866
1480.66350948,15.9857,0.396532324015,64,5,-140.702,0.09737682342529297,1618.02863321,2372.1995437145233,2.09447115472,0.698383975404,8.04154,83.7689750498,-140.778,0.73848557472229,0.925081,1.681023120880127,3107.4,0.698383975404,1545.35365023,0.0761719,82.2364,0.699966000645,36.58163380622864,0.00988766,82.2432157757,48.3666996377,83.719,0.0,111.065645648
377.522822748,15.9472,0.644330884772,65,5,-122.82,0.08828425407409668,1838.93254145,2409.0989661216736,2.11123013923,0.615960203763,8.04086,87.1938761742,-122.884,0.7375800609588623,0.924998,1.683481216430664,3105.27,0.615960203763,1405.19699545,0.0639648,85.6216,0.615551585641,36.77615141868591,0.00640279,85.6282096078,530.839183411,87.1472,0.0,134.904889515
179.339453928,17.5925,0.812420647458,66,5,-122.39,0.09688925743103027,1798.30821586,2446.168354511261,2.15573307231,0.71517093935,8.03356,90.358599609,-122.466,0.7753438949584961,0.923854,1.713127613067627,3082.7,0.71517093935,1329.15049124,0.0759811,88.7686,0.715295500158,36.948991537094116,0.00992937,88.7753854407,584.097224823,90.3105,0.0,136.117496949
1459.19005787,17.7672,0.61340231458,67,5,-151.918,0.08933854103088379,1937.97160407,2482.992277622223,2.19756192891,0.758413670304,8.0323,94.0596714102,-151.992,0.7542233467102051,0.923679,1.6773393154144287,3078.81,0.758413670304,1660.28286167,0.0735931,92.4685,0.759320249098,36.706353187561035,0.00991487,92.4744495143,169.09474554,94.0144,0.0,146.206596574
1468.87032102,19.2163,0.718865087915,68,5,-157.069,0.0966653823852539,1941.38407563,2519.5996565818787,2.24270431618,0.796387489188,8.01415,97.2581866608,-157.137,0.7350053787231445,0.92099,1.674584150314331,3023.43,0.796387489188,1648.21603916,0.0679016,95.6452,0.796002494656,36.49126839637756,0.00640202,95.6517431322,162.599861122,97.211,0.0,148.490793192
1597.17018055,17.9778,0.627259204473,69,5,-163.105,0.09847450256347656,1832.84819532,2556.037202358246,2.23983861998,0.795705927418,8.00858,100.793220876,-163.179,0.7229053974151611,0.920161,1.684779167175293,3006.63,0.795705927418,1707.10452423,0.0741119,99.1826,0.796404948884,36.322792768478394,0.00995848,99.1901824101,94.0305345603,100.747,0.0,130.447546636
1808.22568448,20.6462,0.780756746997,70,5,-168.821,0.08862185478210449,1944.30894651,2592.783594608307,2.30675064219,0.808112258968,8.0,104.322768686,-168.893,0.7483267784118652,0.918884,1.7470531463623047,2980.96,0.808112258968,1866.94305864,0.0725555,102.857,0.809757435635,36.62551021575928,0.00995297,102.863255583,46.4203140086,104.274,0.0,161.060625736
828.552260846,20.602,0.727663991522,71,5,-153.547,0.0901937484741211,1811.24714493,2629.4085133075714,2.32796682795,0.735521968797,7.99586,107.263155725,-153.617,0.7300512790679932,0.918273,1.6704516410827637,2968.64,0.735521968797,1568.6765693,0.0695953,105.952,0.736536744195,36.514575242996216,0.0064748,105.959211208,373.350954459,107.211,0.0,145.325294127
