LossBefore,MinReturn,NumTrajs,AverageY,AverageReturn,Perplexity,MaxReturn,AbsLearnSignal,EnvExecTime,LossAfter,AverageAbsQYDiff,Iteration,AveragePolicyStd,AverageDiscountedReturn,PolicyExecTime,AverageAbsQ,StdReturn,MeanKLBefore,ProcessExecTime,Entropy,AverageQ,dLoss,AbsLearnSignalOld,ExplainedVariance,ItrTime,AverageQLoss,MeanKL,AbsLearnSignalNew,AverageAbsY,Time
13.0648,-372.013993002,5,-13.3855631738,-315.215786576,4942.25,-272.237987502,0.758893776609,1.7168552875518799,13.0062,1.11830868056,12,0.99866,-13.7831864585,0.817502498626709,13.7238,38.6035119129,0.0,0.09659028053283691,8.50558,-13.383,0.0586996,0.758206205236,0.523829534098,36.57074594497681,2.60156,0.00642162,0.758893776609,13.7655991956,473.5961470603943
11.8596,-354.221346381,5,-13.6945643033,-235.373388464,4932.46,-71.4881705956,0.696090931461,1.6923654079437256,11.7999,1.12481392863,13,0.998332,-13.5247621794,0.8287224769592285,14.0937,99.7311621101,0.0,0.09964895248413086,8.50359,-13.6918,0.0597086,0.697201702577,0.432153125267,36.17529892921448,2.64337,0.00645369,0.696090931461,14.1371312334,509.890985250473
14.4382,-374.856822237,5,-14.0502295415,-310.737775748,4913.24,-284.672436232,0.749214082512,1.7323060035705566,14.3823,1.11988277723,14,0.997687,-25.1755969887,0.8337938785552979,14.4607,32.6305063642,0.0,0.10097336769104004,8.49969,-14.0475,0.055913,0.747900738669,0.288172693997,36.33123469352722,2.64083,0.00647514,0.749214082512,14.5049133158,546.3434128761292
12.5207,-309.456101439,5,-14.2003863122,-257.276541567,4918.8,-171.498271439,0.718076223167,1.6994028091430664,12.4638,1.13093341153,15,0.997874,-11.4827850627,0.819535493850708,14.6594,48.8175951445,0.0,0.10097098350524902,8.50082,-14.1977,0.0569143,0.719271507486,0.245713490982,36.306004762649536,2.71037,0.00642175,0.718076223167,14.7026292005,582.7794840335846
12.4389,-375.094504128,5,-14.249821051,-242.544387847,4916.26,-126.15306125,0.772262808343,1.6975300312042236,12.3809,1.13660356033,16,0.997791,-14.3007477456,0.7977464199066162,14.7616,79.0083997377,0.0,0.09540081024169922,8.5003,-14.2479,0.0580492,0.771823979266,0.527965725494,36.4583625793457,2.76514,0.00645631,0.772262808343,14.8074549888,619.3587815761566
13.178,-344.171323752,5,-14.2730910315,-254.213313154,4922.01,-150.031739472,0.766134274588,1.7042360305786133,13.1239,1.12851764291,17,0.997986,-17.7207167812,0.7836859226226807,14.8285,65.4310883088,0.0,0.10187244415283203,8.50147,-14.2711,0.0540562,0.766338707839,0.000442727790582,36.22915959358215,2.70998,0.00649022,0.766134274588,14.8770534968,655.7090537548065
13.3729,-305.893861619,5,-14.2090855344,-278.885813915,4900.84,-255.524687679,0.775910460726,1.7365658283233643,13.3152,1.13258886689,18,0.997272,-16.5574932957,0.764807939529419,14.7853,18.9583381977,0.0,0.09388422966003418,8.49716,-14.2072,0.0577526,0.777552133887,0.344430517668,36.21169924736023,2.73522,0.00641858,0.775910460726,14.8315365797,692.036383152008
13.2301,-330.258939812,5,-14.1594409889,-250.472805635,4912.94,-172.620983593,0.787659220857,1.7108449935913086,13.1758,1.11842261249,19,0.997681,-0.726407333133,0.7972848415374756,14.7542,60.6965565778,0.0,0.09161901473999023,8.49963,-14.1584,0.0543823,0.788283795615,0.396610529899,36.38465404510498,2.66696,0.0064916,0.787659220857,14.7995859181,728.5354158878326
12.5743,-326.669668564,5,-14.0358507224,-226.844106413,4880.22,-55.880052027,0.703588765789,1.7377922534942627,12.5206,1.10943826119,20,0.996571,-16.8758554055,0.7901997566223145,14.6606,98.3097597782,0.0,0.10639548301696777,8.49295,-14.0345,0.0536337,0.703003120094,0.358653384996,36.39952087402344,2.6016,0.00640535,0.703588765789,14.7066474288,765.0637538433075
14.8876,-352.50156481,5,-14.0249022847,-248.086554371,4859.58,-157.683840969,0.724965389029,1.696329116821289,14.834,1.08805167845,21,0.995866,-4.83451355347,0.7342042922973633,14.654,62.8713338326,0.0,0.09230184555053711,8.48871,-14.0231,0.0536051,0.724711843524,-3.22021285905,36.107025146484375,2.51621,0.00642242,0.724965389029,14.7000204599,801.288526058197
13.2743,-308.904172308,5,-13.9183698142,-270.705695586,4822.99,-209.754102486,0.747999328935,1.7151644229888916,13.2188,1.06699199565,22,0.994614,-21.8191779101,0.7488813400268555,14.5522,38.2089041174,0.0,0.0987389087677002,8.48115,-13.917,0.0554113,0.748565335114,0.379758627288,36.85928201675415,2.41653,0.00646391,0.747999328935,14.5960819074,838.2679758071899
11.8842,-260.346046808,5,-13.7075996301,-224.580113752,4780.32,-170.872304639,0.773188352997,1.7020752429962158,11.8278,1.06078472424,23,0.993144,-18.1153379609,0.736051082611084,14.3558,29.2524549879,0.0,0.09591197967529297,8.47226,-13.7066,0.0564184,0.774464638352,0.00336968371522,36.179155349731445,2.39469,0.00644309,0.773188352997,14.4008471595,874.5699760913849
11.8218,-272.685603338,5,-13.5057192456,-241.30489411,4762.25,-195.345123748,0.765858708905,1.6945083141326904,11.7633,1.05365901021,24,0.992518,-6.09068652867,0.7172582149505615,14.1632,28.6023108153,0.0,0.09767913818359375,8.46848,-13.5048,0.0584888,0.765347252194,0.236939320902,36.23810338973999,2.35467,0.00653527,0.765858708905,14.2091421414,910.9324111938477
13.5182,-296.845647263,5,-13.3256656221,-253.940957097,4729.74,-201.650243479,0.766935912211,1.7079274654388428,13.4625,1.03405129169,25,0.991392,-13.9144633004,0.7647099494934082,13.9777,35.1398774826,0.0,0.09394621849060059,8.46163,-13.3248,0.0556841,0.765770364491,0.305985227149,36.12435173988342,2.24801,0.0064936,0.766935912211,14.0194932843,947.2041153907776
12.2918,-290.126995793,5,-13.0853269325,-226.546433507,4685.35,-193.650860812,0.781266665807,1.7007091045379639,12.236,1.01819565467,26,0.989837,-5.47887581304,0.7500307559967041,13.7346,34.8838131183,0.0,0.09339618682861328,8.4522,-13.0849,0.0557499,0.781520508777,0.234433027319,36.31357431411743,2.178,0.00653821,0.781266665807,13.7766034433,983.6462490558624
9.50647,-263.131030048,5,-12.7573060982,-204.980236749,4659.38,-117.623888635,0.750526763776,1.7097923755645752,9.45221,1.01430581606,27,0.988926,-16.5726480393,0.739492654800415,13.4203,54.318067966,0.0,0.0923001766204834,8.44664,-12.7569,0.0542574,0.75332466749,0.1811997297,36.19720125198364,2.15918,0.00643482,0.750526763776,13.4620256645,1019.9731638431549
8.52964,-281.778968627,5,-12.4041629824,-207.861935694,4663.93,-121.587884902,0.797773562571,1.736264944076538,8.47019,1.00765954891,28,0.989084,-7.38347196951,0.7730507850646973,13.0736,55.0492778651,0.0,0.09446978569030762,8.44761,-12.4036,0.0594511,0.799332920642,0.226806785029,36.28701877593994,2.12002,0.00645482,0.797773562571,13.1147458655,1056.3892595767975
10.197,-409.712958722,5,-12.0836678427,-197.40042729,4654.8,-94.7083730319,0.785332578942,1.7442526817321777,10.1314,0.995120361311,29,0.988766,-7.62997780361,0.7620210647583008,12.7677,111.13862006,0.0,0.09571957588195801,8.44565,-12.0834,0.0656309,0.785679659942,-1.04779643854,36.21561312675476,2.04161,0.00996916,0.785332578942,12.8091412751,1092.7237119674683
8.85101,-214.489999082,5,-11.7697065796,-152.228368893,4642.74,-75.4514251005,0.764242072373,1.7224225997924805,8.79583,0.986646841596,30,0.988333,-1.28635513305,0.7386929988861084,12.4744,60.1600322263,0.0,0.09813714027404785,8.44306,-11.7694,0.0551786,0.765361687072,0.202659939958,36.29848909378052,1.98302,0.00640989,0.764242072373,12.5177633571,1129.1448104381561
10.2789,-261.354085147,5,-11.4573968375,-176.775037333,4587.21,-126.272156813,0.762132780576,1.7200262546539307,10.2088,0.969654744217,31,0.986363,-1.15647924566,0.7455999851226807,12.2133,55.3227204515,0.0,0.091033935546875,8.43103,-11.4574,0.0700779,0.762985511767,0.189317073454,36.29221963882446,1.90884,0.00996339,0.762132780576,12.2567599187,1165.5501601696014
8.185,-230.828112505,5,-11.0728415573,-141.931943054,4529.56,-66.3688372646,0.742153177106,1.7123477458953857,8.13132,0.969592424506,32,0.984287,1.18626235392,0.7633614540100098,11.877,61.1973853089,0.0,0.09204220771789551,8.41838,-11.0728,0.0536804,0.742178333494,0.144588922705,36.44429659843445,1.92195,0.0064186,0.742153177106,11.921847849,1202.1106588840485
8.65033,-204.067565723,5,-10.7263201768,-157.494688104,4482.55,-74.2069704642,0.779702825908,1.7169013023376465,8.5946,0.975423240633,33,0.982578,-9.9692028918,0.7454934120178223,11.584,47.0634568065,0.0,0.09114742279052734,8.40795,-10.7264,0.055727,0.782337300649,0.293948415048,36.42390727996826,1.94671,0.00647165,0.779702825908,11.6287472736,1238.6491272449493
10.818,-215.514004901,5,-10.4250688739,-177.517209626,4433.02,-126.459414885,0.716946745679,1.7006340026855469,10.7651,0.962318305206,34,0.980761,-9.81297912385,0.7588062286376953,11.3007,30.2392958473,0.0,0.09442138671875,8.39684,-10.4254,0.052948,0.71844571849,0.261893352667,36.287946701049805,1.87317,0.00642872,0.716946745679,11.3462329332,1275.0445024967194
9.35647,-236.795880514,5,-10.1291373743,-177.424244205,4389.87,-142.463005837,0.74031934759,1.7003417015075684,9.30413,0.95642637802,35,0.979152,-8.10083008202,0.753244161605835,11.041,33.3123807556,0.0,0.10101866722106934,8.38705,-10.1296,0.0523405,0.739456425247,0.358535671974,36.28451418876648,1.85465,0.0064393,0.74031934759,11.0847360581,1311.441115140915
7.60428,-231.34397787,5,-9.77417943571,-146.049779027,4374.55,-63.6358186974,0.770034094328,1.7261054515838623,7.55165,0.953186320248,36,0.978597,-1.89655705159,0.7507872581481934,10.7182,64.2939450014,0.0,0.09679675102233887,8.38356,-9.77497,0.0526285,0.771240241073,0.541409460183,36.4654803276062,1.85351,0.00640495,0.770034094328,10.7634396474,1348.0299317836761
7.02852,-149.555076292,5,-9.32095851809,-85.5382800919,4317.99,33.7950758162,0.753969408086,1.709575891494751,6.97491,0.944347208418,37,0.976507,9.14244852219,0.7463903427124023,10.348,68.1978456586,0.0,0.08988738059997559,8.37054,-9.32197,0.0536127,0.752894501719,0.671962245994,36.385255575180054,1.79902,0.00641424,0.753969408086,10.3945079577,1384.5412030220032
6.07101,-164.666636933,5,-8.84061803493,-84.0229689218,4291.54,5.23446549005,0.730639194855,1.7234282493591309,6.01908,0.938221940828,38,0.97551,7.46868221503,0.7725207805633545,9.95408,61.2056007154,0.0,0.09302306175231934,8.3644,-8.84124,0.0519357,0.72819600814,0.148580243485,36.83281993865967,1.76636,0.00641478,0.730639194855,10.0008943094,1421.4978551864624
4.28553,-98.9579465082,5,-8.33705636349,-52.4366950977,4296.25,-18.7140325396,0.765552010878,1.7198917865753174,4.21775,0.940859595439,39,0.975693,1.93138602702,0.7711551189422607,9.57804,26.8444362098,0.0,0.09753251075744629,8.3655,-8.33834,0.0677786,0.76742473668,0.329840121312,36.7009756565094,1.77613,0.00994131,0.765552010878,9.62774758727,1458.3189940452576
4.36613,-130.570689091,5,-7.84857216886,-65.6604281813,4259.6,17.0298305801,0.770811514874,1.720851182937622,4.31443,0.944487056966,40,0.974382,0.265312533699,0.7664756774902344,9.20749,58.1763308263,0.0,0.09333205223083496,8.35693,-7.84997,0.0516987,0.771673120333,0.207777604656,36.2885947227478,1.77802,0.00643055,0.770811514874,9.25579924057,1494.7312369346619
4.74322,-182.505847549,5,-7.36446792673,-95.7085286149,4195.03,-29.1401358075,0.774187443051,1.7166287899017334,4.69258,0.950726207753,41,0.97192,4.64333557918,0.7646734714508057,8.84074,61.0488673837,0.0,0.10089850425720215,8.34166,-7.36563,0.0506325,0.773607970596,0.384692920331,36.333709955215454,1.78991,0.00640329,0.774187443051,8.89167626741,1531.1822321414948
4.83424,-151.887241534,5,-6.86597627183,-87.3953190348,4120.66,35.2038628349,0.76999251287,1.714592695236206,4.78101,0.951830943438,42,0.969046,2.05601956204,0.7544248104095459,8.46506,66.1530791318,0.0,0.09946537017822266,8.32377,-6.8677,0.0532255,0.769428000073,0.51090931546,36.264604806900024,1.78552,0.00647475,0.76999251287,8.51608999378,1567.5728464126587
2.51486,-125.813628828,5,-6.26375202203,-62.3136406293,4050.8,10.545045835,0.782136448899,1.7271769046783447,2.4621,0.95273743248,43,0.966372,-8.12358181652,0.7588772773742676,8.07674,45.0494516997,0.0,0.09377169609069824,8.30667,-6.2654,0.0527618,0.780935682102,0.505345537492,36.44989228248596,1.78188,0.00644677,0.782136448899,8.12760789772,1604.1428117752075
-0.499902,-54.4049348778,5,-5.66078695739,43.3951024199,3978.04,186.914423845,0.7645937112,1.7169766426086426,-0.553567,0.951093781391,44,0.963454,6.81598073886,0.758425235748291,7.72032,85.4809024124,0.0,0.09351730346679688,8.28854,-5.66309,0.0536651,0.76510373638,0.423830991143,36.39990496635437,1.77267,0.00647174,0.7645937112,7.77499854857,1640.6576800346375
-1.68431,-82.5917436226,5,-4.98568342105,53.8422832599,3908.73,245.914008573,0.766600240269,1.7199733257293701,-1.75402,0.95402256665,45,0.960658,8.25993665411,0.7471985816955566,7.42239,117.080509289,0.0,0.09258508682250977,8.27097,-4.98797,0.0697072,0.767474758914,0.354147401275,36.48232316970825,1.78,0.00997725,0.766600240269,7.47926451007,1677.262263059616
-2.63827,-128.791886078,5,-4.30897384125,89.3080791342,3870.68,241.186341434,0.741641637624,1.7322940826416016,-2.69371,0.964977070513,46,0.959041,11.9984912328,0.7691900730133057,7.17936,127.566319622,0.0,0.09261441230773926,8.26119,-4.31184,0.0554426,0.741389596289,0.402404901856,36.28730654716492,1.82182,0.00641688,0.741641637624,7.23613119125,1713.6733894348145
-0.756937,-137.880166791,5,-3.66863879348,-16.0847596423,3833.45,109.04378754,0.770567743519,1.7279694080352783,-0.809782,0.976819981638,47,0.957505,8.24273034247,0.7635455131530762,6.99059,82.8562390018,0.0,0.09550166130065918,8.25152,-3.67157,0.0528454,0.770612227233,0.0520041904607,36.695239782333374,1.86484,0.0064689,0.770567743519,7.04726992459,1750.487946510315
-2.40238,-64.9571090804,5,-3.00514401185,48.2915891569,3769.98,185.050001297,0.774762440428,1.7231345176696777,-2.47226,0.982717112241,48,0.954869,12.5095236715,0.7564735412597656,6.91831,112.711788383,0.0,0.0985722541809082,8.23482,-3.00848,0.0698757,0.773363204885,0.437066154056,36.33104586601257,1.884,0.0099026,0.774762440428,6.97481378415,1786.939445257187
-6.41677,33.3974171622,5,-2.14769235733,149.258064996,3749.12,251.767350841,0.761346042715,1.7551610469818115,-6.4882,0.994285758739,49,0.954031,28.0576632561,0.7673728466033936,6.92679,83.3560472415,0.0,0.09391593933105469,8.22928,-2.15149,0.0714235,0.758804278801,0.423540213475,36.32656693458557,1.93459,0.00999644,0.761346042715,6.98130696978,1823.3852491378784
-12.5284,149.153000687,5,-1.14140382663,279.783025382,3685.6,407.449571944,0.781908945606,1.727776050567627,-12.602,1.01346501413,50,0.951374,22.016194381,0.7600798606872559,7.07735,82.8024320211,0.0,0.09839749336242676,8.21219,-1.14563,0.0735664,0.782585553446,0.112667139225,36.28211522102356,2.02038,0.00977389,0.781908945606,7.1307794454,1859.7847545146942
-11.5075,-22.7716997492,5,-0.131600411163,255.88566528,3625.77,363.850008204,0.702540740188,1.7108144760131836,-11.5921,1.03193612092,51,0.948855,30.3633838009,0.7509446144104004,7.35962,142.962496933,0.0,0.09244537353515625,8.19582,-0.136328,0.0846291,0.702990285749,-0.0743849972766,36.40654468536377,2.09258,0.00994881,0.702540740188,7.41059596955,1896.3114058971405
-12.3061,111.162374491,5,0.878793629744,203.393254506,3656.19,299.536372485,0.736092975071,1.7060556411743164,-12.3719,1.05178410265,52,0.950229,27.1964248964,0.7503764629364014,7.75924,72.3180616903,0.0,0.08913731575012207,8.20418,0.873411,0.0657415,0.736028455161,0.429001912986,36.31635904312134,2.17196,0.00975156,0.736092975071,7.80894333759,1932.7479484081268
-6.54559,-159.799668991,5,1.82892042341,115.750721086,3647.23,462.370425632,0.798553107212,1.7098581790924072,-6.61386,1.06800989481,53,0.949811,24.0709589356,0.7524597644805908,8.29535,254.567556584,0.0,0.09358453750610352,8.20172,1.82407,0.0682707,0.798673968706,0.348526650794,36.84210753440857,2.26984,0.00989755,0.798553107212,8.34151451581,1969.705846786499
-18.1816,165.500608368,5,3.06475784459,328.210358042,3581.89,479.544613389,0.777328805835,1.7242035865783691,-18.2561,1.09552100013,54,0.947085,46.2799405257,0.7819175720214844,8.89466,131.032084334,0.0,0.10090303421020508,8.18365,3.05861,0.074522,0.778137716211,0.286126301683,36.346888303756714,2.39473,0.00999423,0.777328805835,8.94238161946,2006.168002128601
-10.5591,-277.247670046,5,4.11238405074,212.397196876,3555.01,458.85036229,0.801071863162,1.7052907943725586,-10.6292,1.10140879739,55,0.946018,18.8527726827,0.7413992881774902,9.54305,291.254032413,0.0,0.09284687042236328,8.17611,4.10656,0.070158,0.800163765441,0.131495539482,36.36583852767944,2.45392,0.00997482,0.801071863162,9.59151522843,2042.6541526317596
-22.2175,58.130964854,5,5.48679308203,363.835558772,3486.9,516.974367893,0.784545070042,1.7167606353759766,-22.2947,1.12701588585,56,0.943142,35.1419968295,0.8056545257568359,10.335,158.904463402,0.0,0.09965205192565918,8.15677,5.48085,0.0772285,0.784441126962,0.403520275318,36.28613519668579,2.58497,0.00999561,0.784545070042,10.3885395303,2079.05890083313
-29.4107,339.109611567,5,7.00189312174,449.619188317,3482.36,559.929878917,0.805034403938,1.7152776718139648,-29.4873,1.1492357742,57,0.942954,46.1686818639,0.7784333229064941,11.2266,77.5910886142,0.0,0.09238266944885254,8.15546,6.99495,0.0765324,0.806431809334,0.0742970519062,36.29589605331421,2.71819,0.00987646,0.805034403938,11.2893133961,2115.4732196331024
-18.4825,4.46607243809,5,8.3891978112,233.312478044,3383.75,419.78731457,0.74674065427,1.7249236106872559,-18.5514,1.16275763345,58,0.93848,40.0767931933,0.77634596824646,12.1422,152.892373157,0.0,0.0929417610168457,8.12674,8.38256,0.0689507,0.746031160939,-0.84233299687,36.34011673927307,2.79178,0.00992722,0.74674065427,12.214531753,2151.935519695282
-24.223,77.4735978551,5,9.83898187337,384.807071512,3294.14,652.243582991,0.804474359613,1.7367818355560303,-24.2916,1.18753712154,59,0.934225,47.884028444,0.7684013843536377,13.2572,228.236827403,0.0,0.09829306602478027,8.0999,9.83269,0.0686703,0.803737784757,0.0534775344583,36.34177803993225,2.92199,0.00989041,0.804474359613,13.3405353511,2188.3983500003815
-39.0807,530.394500016,5,11.5805905064,609.180443939,3282.59,754.415644993,0.767324850661,1.7120869159698486,-39.1552,1.21370348767,60,0.933565,65.9063357704,0.7559623718261719,14.5306,82.0012276589,0.0,0.09500312805175781,8.09639,11.5742,0.0744896,0.766230414092,0.18604499859,36.08227896690369,3.05335,0.00986447,0.767324850661,14.6249868362,2224.600880384445
-40.7272,424.719143593,5,13.4099275266,544.323004432,3267.53,705.766740327,0.724028078428,1.6947650909423828,-40.8038,1.253537477,61,0.932896,45.1628655304,0.7546079158782959,15.9356,96.1090081348,0.0,0.09711289405822754,8.09179,13.4034,0.0765457,0.724229792442,0.250560190318,36.37840819358826,3.34765,0.00999153,0.724028078428,16.0388017908,2261.0968010425568
-46.7482,664.398656895,5,15.302107073,751.090599026,3248.6,912.975709635,0.793662469229,1.724515676498413,-46.8221,1.27189482008,62,0.932065,59.2212436229,0.7684247493743896,17.48,89.9532875743,0.0,0.09345769882202148,8.08598,15.2961,0.0739021,0.793594729542,0.328831932114,36.41103935241699,3.45424,0.00994232,0.793662469229,17.5847142971,2297.628177165985
-49.6691,593.363214152,5,17.1845179991,719.305278397,3207.69,841.506379411,0.792496738049,1.7113604545593262,-49.7423,1.29417603166,63,0.930139,60.0040376137,0.7724714279174805,19.1021,84.0248018645,0.0,0.09474968910217285,8.07331,17.1782,0.0732841,0.792318039595,0.360807511816,36.424363136291504,3.61288,0.00979251,0.792496738049,19.205988018,2334.1736783981323
-49.5622,471.593370441,5,19.1581180852,770.64135212,3192.32,938.841356681,0.696747597457,1.7073826789855957,-49.6417,1.31929337733,64,0.929393,73.4319718427,0.7788188457489014,20.8801,166.319706621,0.0,0.10024333000183105,8.0685,19.1519,0.079567,0.697394572267,0.14815886162,36.53178000450134,3.81946,0.00995571,0.696747597457,20.9822298005,2370.823315858841
-55.7375,630.143183027,5,21.1435069556,765.425796534,3161.01,879.354167581,0.745436108625,1.7043545246124268,-55.8174,1.3547026941,65,0.927918,30.6447853635,0.8054161071777344,22.7144,81.544850169,0.0,0.09871339797973633,8.05865,21.1366,0.0799255,0.745378449249,0.0173977215836,36.778663873672485,4.1953,0.00995954,0.745436108625,22.8123980536,2407.7236211299896
-59.5396,555.379492143,5,23.3093776325,767.558200694,3120.99,873.471551884,0.791526703988,1.7108967304229736,-59.6137,1.37726112943,66,0.926005,66.3195590317,0.7853772640228271,24.7513,119.795263481,0.0,0.1002354621887207,8.04591,23.3033,0.0740089,0.79151439922,0.283962529629,36.7410683631897,4.2085,0.00987192,0.791526703988,24.8412709505,2444.5843164920807
-51.5226,3.07840512082,5,25.3608833133,695.946721735,3104.47,999.233850949,0.68219728535,1.7077362537384033,-51.5809,1.40222847541,67,0.925245,61.0235801459,0.7804546356201172,26.6725,356.042119456,0.0,0.09535813331604004,8.0406,25.3548,0.0582809,0.681831386808,0.351385271633,36.87131309509277,4.46849,0.00640957,0.68219728535,26.7581073551,2481.5800399780273
-66.2948,696.552791733,5,27.5671008759,829.217849583,3098.66,916.730579503,0.801115539985,1.702603816986084,-66.3648,1.44072377702,68,0.924957,66.2377867586,0.7672698497772217,28.8202,74.7103932217,0.0,0.09624433517456055,8.03873,27.5604,0.070015,0.801161165357,0.343092170746,36.46078300476074,4.94247,0.00988758,0.801115539985,28.8976211853,2518.1615068912506
-70.1738,809.186916457,5,29.9665079243,1002.58842937,3085.21,1149.93401212,0.717582494495,1.6939995288848877,-70.2461,1.46740755047,69,0.924337,88.284704555,0.7546415328979492,31.1196,119.022700423,0.0,0.09165334701538086,8.03438,29.9599,0.0722351,0.717536542113,0.505671269096,36.24710249900818,5.08101,0.00991478,0.717582494495,31.1842504317,2554.5294547080994
-75.6413,887.459680425,5,32.5074471521,1058.05504503,3075.16,1142.06098755,0.79563262817,1.7108900547027588,-75.7039,1.49595530265,70,0.923884,85.250480968,0.7829544544219971,33.5782,92.0827144874,0.0,0.09232759475708008,8.03111,32.5013,0.0626068,0.795882505,0.566382446493,36.64650774002075,5.49116,0.0064079,0.79563262817,33.6303613105,2591.293618917465
